Acc. No.,Title,Author,Place,Publisher,Year,Edition,Language,Subject
015212,Information Therory and Coading,Giridhar K.,Bangalore,Pooja Publicati,2010,,English,ELECTRONICS & COMMUNICAT
015227,Microcomputer Systems the 8086/8088 Famil,"yLiu Yu Cheng,Gibson",New Delhi,PHI Learning,2010,2.0,English,ELECTRONICS & COMMUNICAT
015237,Antennas and Propogation for Wireless Comm,Saunders Simon R.,New Delhi,John Wiley,2009,2.0,English,ELECTRONICS & COMMUNICAT
015239,Antennas and Wave Propogation,"Harish A.R,Sachidananda",New York,Oxford Univers,2009,,English,ELECTRONICS & COMMUNICAT
015249,Linear Integrated Circuits,Choudhury D. Roy,New Delhi,New Age,2010,3.0,English,ELECTRONICS & COMMUNICAT
015294,Higher Engineering Mathematics,B V Ramana,New Delhi,Tata Mc Graw,H2010,,English,MATHEMATICS
015299,Discrete Mathematics,Malik D.S,New Delhi,Cengage Learn,i2009,,English,MATHEMATICS
015301,Discrete Mathematics with Applications,Koshey Thomas,Gurgaon H,Elsevier,2010,,English,MATHEMATICS
015303,Computer Science: A Structured Programming,Forouzan Behrouz A.,New Delhi,Cengage Learn,i2009,,English,COMPUTER SCIENCE
015313,Data Structures using C,"Tenenbaum Aaron M.,La",New Delhi,Pearson Educa,t2009,,English,COMPUTER SCIENCE
015323,Data Structures : A Pseudocode Approach with,Gilberg Richard F.,New Delhi,Cengage Learn,i2009,2.0,English,COMPUTER SCIENCE
015370,Lex & Yacc,Levine John R.,Mumbai,Shroff Publicat,i2010,,English,COMPUTER SCIENCE
015396,Computer and Communication Networks,Mir Nader F.,Nwe Delhi,Pearson Educa,t2009,,English,COMPUTER SCIENCE
015406,"Introduction to Automatic Theory, Languages",aHopcroft John E.,New Delhi,Pearson Educa,t2009,3.0,English,COMPUTER SCIENCE
015411,An Introduction to Therory of Computer Scien,cSudkamp Thomas A.,Singapore,Pearson Educa,t2009,3.0,English,COMPUTER SCIENCE
015413,Object Oriented modeling and Design with UM,Blaha Michael R.,New Delhi,Pearson Educa,t2009,2.0,English,COMPUTER SCIENCE
015423,Object Oriented System and Analysis and Desi,gBennett Simon,New Delhi,Tata Mc Graw,H2010,2.0,English,COMPUTER SCIENCE
015425,Programming With World Wide Web,Sevesta Robert W.,New Delhi,Pearson Educa,t2009,4.0,English,COMPUTER SCIENCE
015435,Internet and World Wide Web How to Progra,mDeitel P.J,New Delhi,Prentice Hall,2009,4.0,English,COMPUTER SCIENCE
015437,Web Programming Building Internet Applicati,oBates Chris,New Delhi,John Wiley,2007,3.0,English,COMPUTER SCIENCE
015456,Introduction To Java Programming,Liang Y Daniel,New Delhi,Pearson Educa,t2009,7.0,English,COMPUTER SCIENCE
015467,Insight into Data Mining,Soman K.P.,New Delhi,PHI Learning,2010,,English,COMPUTER SCIENCE
015483,Introduction to Material Science for Engineers,Shackelford James F.,New Delhi,Pearson Educa,t2010,6.0,English,MECHANICAL ENGINEERING
015488,Physical Metallurgy,Raghavan V.,New Delhi,PHI Learning,2009,2.0,English,MECHANICAL ENGINEERING
015490,Material Science and Engineering,Smith William F.,New Delhi,Tata Mc Graw,H2009,4.0,English,MECHANICAL ENGINEERING
015492,Mechanical Measurements,"Beckwith Thomas G,Lien",New Delhi,Pearson Educa,t2010,6.0,English,MECHANICAL ENGINEERING
015497,Thermodynamic,Gupta S.C,New Delhi,Pearson Educa,t2006,,English,MECHANICAL ENGINEERING
015539,Manufacturing Technology Vol-I,Rao P.N,New Delhi,Tata Mc Graw,H2009,3.0,English,MECHANICAL ENGINEERING
015544,Manufacturing Process-I,Radhakrishnan K.,Bangalore,Sapna Books,2007,,English,MECHANICAL ENGINEERING
015561,Processes and Material of Manufacturing,Lindberg Roy A.,New Delhi,Prentice Hall,2008,4.0,English,MECHANICAL ENGINEERING
015568,Fluid Mechanics,Cengel Yunus A.,New Delhi,Tata Mc Graw,H2010,2.0,English,MECHANICAL ENGINEERING
015586,Machine Design Data Handbook Vol-II,Lingaiah K.,Bangalore,Suma Publishe,r2006,8.0,English,MECHANICAL ENGINEERING
015621,Mechanical Engineering Design,Shigley Joseph E.,New Delhi,Tata Mc Graw,H2010,8.0,English,MECHANICAL ENGINEERING
015626,Design of Machine Elements,Bhandari V.B,New Delhi,Tata Mc Graw,H2010,3.0,English,MECHANICAL ENGINEERING
015647,Design of Machine Element,Spotts M.F.,New Delhi,Pearson Educa,t2004,8.0,English,MECHANICAL ENGINEERING
015664,Power Plant Engineering,Nag P.K.,New Delhi,Tata Mc Graw,H2010,3.0,English,MECHANICAL ENGINEERING
015723,Modern Control Engineering,Ogata Katsuhiko,New Delhi,PHI Learning,2010,5.0,English,MECHANICAL ENGINEERING
015735,"Automation,Production Systems and Compute",Groover Mikell P.,New Delhi,PHI Learning,2010,3.0,English,MECHANICAL ENGINEERING
015765,Manufacturing Science,Ghosh Amitabha,New Delhi,East West Pres,s2010,2.0,English,MECHANICAL ENGINEERING
015770,Operation Research with C Programs,Kalavathy S.,Noida,Vikas Publicati,o2010,3.0,English,COMPUTER SCIENCE
015780,Operations Research,Sharma S.D,Meerut,Kedarnath,2009,,English,MECHANICAL ENGINEERING
015790,Operation Research,Hillier Frederick S.,New Delhi,Tata Mc Graw,H2010,8.0,English,MECHANICAL ENGINEERING
015800,Operations Research,Ravindran A.,New Delhi,John Wiley,2009,2.0,English,MECHANICAL ENGINEERING
015802,Operations Research,Gupta Premkumar,New Delhi,S. Chand,2010,,English,MECHANICAL ENGINEERING
015808,Mechanism and Machine Therory,Ambekar Ashok G.,New Delhi,PHI Learning,2009,,English,MECHANICAL ENGINEERING
015813,Theory Of Plasticity,Chakrabarty J.,Gurgaon,Elsevier,2009,3.0,English,MECHANICAL ENGINEERING
015818,Basic Engineering Plasticity,Rees D.W.A,New Delhi,Elsevier,2008,,English,MECHANICAL ENGINEERING
015820,Product Design and Manufacturing,Chitale A.K,New Delhi,PHI Learning,2009,4.0,English,MECHANICAL ENGINEERING
015825,Product Design and Development,Ulrich Karl T.,New Delhi,Tata Mc Graw,H2010,4.0,English,MECHANICAL ENGINEERING
015829,Solar Energy Utalization,Rai G.D,New Delhi,Kanna publicat,2009,,English,MECHANICAL ENGINEERING
015834,Management Information System,OBrien James A.,New Delhi,Tata Mc Graw,H2010,9.0,English,MECHANICAL ENGINEERING
015836,Management Information Systems,Sadagopan S.,New Delhi,PHI Learning,2010,,English,MECHANICAL ENGINEERING
015838,Management Information Systems,Laudon Kenneth C.,Delhi,Pearson Educa,t2010,11.0,English,MECHANICAL ENGINEERING
015840,Information System for Modern Management,Murdick Robert G.,New Delhi,PHI Learning,2009,3.0,English,MECHANICAL ENGINEERING
015842,Performance Modeling of Automated Manuft,uViswanadham N.,New Delhi,PHI Learning,2009,,English,MECHANICAL ENGINEERING
015844,Computer Based Industrial Control,Kant Krishna,New Delhi,PHI Learning,2010,2.0,English,MECHANICAL ENGINEERING
015856,Manufacturing Process - 1,Praveen Kestoor,Bangalore,Star-tech Edu,2007,,English,MECHANICAL ENGINEERING
015871,Kinematics of Machines,"Das J BK,Murthy Shriniva",Bangalore,Sapna Book Ho,2010,,English,MECHANICAL ENGINEERING
015891,Mechanical Vibrations,Das J.B.K,Bangalore,Sapna Book Ho,2009,6.0,English,MECHANICAL ENGINEERING
015911,Introduction to Wireless Telecommunication S,Mullett Gary J.,New Delhi,Cengage Learn,i2010,,English,ELECTRONICS & COMMUNICAT
015946,Ajax: The Complete Reference,Powell Thomas A.,New delhi,Tata Mc Graw,H2010,,English,COMPUTER SCIENCE
015951,A Text Book of Turbo Machines,Dr. Govind Gowda M.S,Davangere,M. M Pub,2010,5.0,English,MECHANICAL ENGINEERING
015956,Experimental Stress Analysis,Dr. Singh Sadhu,Delhi,Khanna Pub,2000,,English,MECHANICAL ENGINEERING
015966,Discrete Mathematical Structures,Dr. Chandrasekharaiah D,Bangalore,Prism Books,2010,3.0,English,COMPUTER SCIENCE
015976,Fundamentals of Electrical Engineering and El,eTheraja B.L,New Delhi,S. Chand Pub,2010,,English,ELECTRONICS & COMMUNICAT
015986,Basic Elecrical Engineering,Kulshreshtha D.C,New Delhi,Tata Mc Graw,H2010,,English,ELECTRONICS & COMMUNICAT
016006,Basic Electrical Engineering,Chakrabarti Abhijit,New Delhi,Tata Mc Graw,H2009,,English,ELECTRONICS & COMMUNICAT
016011,Basic Electronics,Samuel Sudhaker R.D,Delhi,Pearson Edu,2011,,English,ELECTRONICS & COMMUNICAT
016031,A Text Book of Computer Aided Engineering D,rGopalkrishna K R,Banglore,Subhas Stores,2011,,English,MECHANICAL ENGINEERING
016061,Engineering Physics,Rajendran V,New Delhi,Tata Mc Graw,H2011,,English,PHYSICS
016076,Engineering Physics,Shivakumar G K,Banglore,Prism Books,2010,,English,PHYSICS
016078,Engineering Chemistry,O G Palanna,New Delhi,Tata Mc Graw,H2001,,English,CHEMISTRY
016088,Vector Mechanics For Engineers,Beer Ferdernand P,New Delhi,Tata Mc Graw,H2009,9.0,English,MECHANICAL ENGINEERING
016093,Introduction to Computers,Norton Peter,New delhi,Tata Mc Graw,H2010,7.0,English,COMPUTER SCIENCE
016133,Automobile Engineering,Gupta R.B,New Delhi,Satya Pub,2010,,English,MECHANICAL ENGINEERING
016143,design of Machine Elements -1,Ravindra A.S,Bangalore,Best Pub,2005,,English,MECHANICAL ENGINEERING
016177,Non Conventional Energy Resources,Khan B.H,New Delhi,Tata Mc Graw,H2010,2.0,English,MECHANICAL ENGINEERING
016182,Operations Research,Natarajan A. M,New Delhi,Pearson Educa,t2006,,English,MECHANICAL ENGINEERING
016184,Professional Ajax,Zakas Nicholas C.,New Delhi,John Wiley,2009,2.0,English,COMPUTER SCIENCE
016194,Automobile Engineering Vol-I,Dr. Singh Kripal,Delhi,Standard Pub,2009,,English,MECHANICAL ENGINEERING
016199,Automobile Engineering Vol-I,Dr. Sigh Kripal,Delhi,Standard Pub,2009,,English,MECHANICAL ENGINEERING
016239,Fluid Mechanics,Hegde R.K,Banglore,Sapna Books,2009,5.0,English,MECHANICAL ENGINEERING
016264,Engineering Thermo Dynamic,Jones J.B,New Delhi,PHI Learning,2009,,English,MECHANICAL ENGINEERING
016274,Cimos Mixed Signal Circuit Design,Baker Jacob R.,New Delhi,John Wiley,2009,,English,ELECTRONICS & COMMUNICAT
016289,ATM Networks Concepts and Protocols,Kasero Sumit,New Delhi,Tata Mc Graw,H2009,2.0,English,COMPUTER SCIENCE
016308,Communication System,Simon Hykin,New Delhi,John Wiley,2010,3.0,English,ELECTRONICS & COMMUNICAT
016328,Elements of Civil Engineering & Engineering M,Dr. Jagadeesh T.R,Banglore,Sapana Books,2010,,English,MECHANICAL ENGINEERING
016338,Fundamentals of Engineering Drawing,Luzadder Warren J.,New Delhi,PHI Learning,2010,11.0,English,MECHANICAL ENGINEERING
016366,Machine Drawing,"Sidheswar N,Kannaiah P",",New Delhi",Tata Mc Graw,H2010,,English,MECHANICAL ENGINEERING
016506,Introduction to Data Compression,Sayood Khalid,New Delhi,Elsevier Pub,2011,3.0,English,MECHANICAL ENGINEERING
016516,Fluid Mechanics,Kundu Pijush K,New Delhi,Elsevier,2011,4.0,English,MECHANICAL ENGINEERING
016526,Quantitative Aptitude for Competitive Examin,aGuha Abhijit,New Delhi,TMG,2011,4.0,English,GENERAL
016536,Automatic Control System,Kuo Benjamin C.,New Delhi,John Wiley,2010,8.0,English,MECHANICAL ENGINEERING
016540,Nano Materials,Vishwanathan B,New Delhi,Narosa Pub,2011,,English,MECHANICAL ENGINEERING
016541,Engineering Economy,Dr. Naidu N.V.R,New delhi,New Age,2006,,English,MECHANICAL ENGINEERING
016543,Machine Drawing with Auto CAD,"Pohit Gautam,Ghohs Ga",uSingapore,Pearson Pub,2009,,English,MECHANICAL ENGINEERING
016548,Power Electronics,"Singh M D,Khanchandan",New Delhi,TMG,2011,2.0,English,ELECTRONICS & COMMUNICAT
016558,Basic Electrical Engineering,Chandrashekhariah P.M,Tumkur,Rajeshwari,2010,7.0,English,ELECTRONICS & COMMUNICAT
016573,HDL Programming Fundamentals VHDL and Ve,Botros Nazeih,New Delhi,Cengage Learn,i2007,,English,ELECTRONICS & COMMUNICAT
016576,Let Us C,Kanetkar Yashvant P,New delhi,BPB Pub,2010,9.0,English,COMPUTER SCIENCE
016578,C++ Primer,Lippman Stanley B.,New Delhi,Pearson Edu,2005,3.0,English,COMPUTER SCIENCE
016579,Microprocessor Architecture Programming an,dGaonkar Ramesh,Mumbai,Penram Pub,2007,5.0,English,ELECTRONICS & COMMUNICAT
016582,Introduction to VLSI Circuits and Systems,Uiemura John P.,New Delhi,John Wiley Pub,2007,,English,ELECTRONICS & COMMUNICAT
016585,Artificial Intelligence,Russell Stuart J.,New Delhi,Pearson Edu,2003,2.0,English,COMPUTER SCIENCE
016593,Basic and Applied Thermodynamics,Nag P.K,New Delhi,Tata Mc Graw,H2003,2.0,English,MECHANICAL ENGINEERING
016595,Text Book of Computer Aided Machine Drawin,Murthy S. Trymbaka,New Delhi,CBS Pub,2008,,English,MECHANICAL ENGINEERING
016597,Solid State Devices and Technology,Babu Suresh V,Bangalore,Sangvine Pub,2005,,English,MECHANICAL ENGINEERING
016598,Signals Systems and Communication,Lathi B.P,Hydreabad,BSP Pub,2006,,English,ELECTRONICS & COMMUNICAT
016601,The Intel Microprocessors,Brey Barry B.,New Delhi,Pearson Edu,2004,6.0,English,ELECTRONICS & COMMUNICAT
016602,Digital Signal Processing,Dr. Rao Ganesh D.,Bangalore,Sanguine Pub,2008,2.0,English,ELECTRONICS & COMMUNICAT
016604,Solid State Physics,Pillai S.O,New Delhi,New Age pub,2003,5.0,English,MECHANICAL ENGINEERING
016612,Advanced Programming in the UNIX Environm,Stevens Richard W.,New Delhi,Pearson Edu,2005,,English,COMPUTER SCIENCE
016614,Production Technology,H.M.T,New Delhi,Tata Mc Graw,H2008,,English,MECHANICAL ENGINEERING
016617,C++ Programming Today,Johnstan Barbara,New Delhi,Printice Hall,2005,,English,COMPUTER SCIENCE
016618,Digital and Analog Communication,Shanmugam Sam K.,New Delhi,John Wiley,2007,,English,ELECTRONICS & COMMUNICAT
016619,Introduction to the Constitution Of India,Dr. Basu Durga Das,New Delhi,Wadhwa & Co.,2005,19.0,English,GENERAL
016623,Hindi English Dictionary,Dr. Bhari Hardev,Delhi,Rajpal and Son,s2003,,English,GENERAL
016626,Digital Image Processing,Gonzalez Rafael C.,New York,Addison Wesle,1993,,English,ELECTRONICS & COMMUNICAT
016628,Advanced Microprocessor & Peripherals,Ray Ajaykumar,New Delhi,Tata Mc Graw,H2006,,English,ELECTRONICS & COMMUNICAT
016630,Heat and Mass Transfer,Murthy Hegde R.K,Bangalore,Sapana Books,2005,,English,MECHANICAL ENGINEERING
016636,The New Pocket Oxford English Dictionary,"F.G.,Fowler H.W",New Delhi,University Pres,2005,9.0,English,GENERAL
016637,Engineering Ethics Concepts and Cases,Harris Charles E.,Singapore,Thomson Pub,2003,2.0,English,GENERAL
016638,Material Science and Metallurgy,Dr. Khanna O.P,New Delhi,Dhanpat Rai Pu,2003,,English,MECHANICAL ENGINEERING
016639,Distributed Operating System,Sinha Pradeep K.,New Delhi,Prentice Hall,2007,,English,COMPUTER SCIENCE
016640,Elements of Workshop Technology Vol-II,Chaudhury Hajra S.K,Mumbai,Media Promot,e2007,11.0,English,MECHANICAL ENGINEERING
016643,Image Processing Analysis and Machine Vision,Sonka Milan,Singapore,Thomson Pub,2010,2.0,English,COMPUTER SCIENCE
016644,Semiconductor Devices,Kano Kanaan,New Delhi,Pearson Edu,2006,,English,ELECTRONICS & COMMUNICAT
016645,Microprocessors and Interfacing,Hall Douglas V.,New Delhi,Tata Mc Graw,H2006,2.0,English,ELECTRONICS & COMMUNICAT
016648,Dtabase Management Systems,Ramakrishna Raghu,New Dehli,Tata Mc Graw,H2008,3.0,English,COMPUTER SCIENCE
016650,Telecommunication Switching Traffic & Netwo,Flood J.E,New Delhi,Pearson Edu,2009,,English,ELECTRONICS & COMMUNICAT
016651,Wireless Digital Communication,Dr. Feher Kamila,New Delhi,Prentice Hall P,u2008,,English,ELECTRONICS & COMMUNICAT
016652,Distributed Operating System,Tanenbaun Andrew S.,New Delhi,Pearson Edu,2010,,English,COMPUTER SCIENCE
016654,Digital Principles and Design,Givane Donald D.,New Delhi,Tata Mc Graw,H2007,,English,ELECTRONICS & COMMUNICAT
016655,Digital Logic and Computer Design,Mano Morris M.,New Delhi,Prentice Hall,2006,,English,ELECTRONICS & COMMUNICAT
016657,Managing Engineering and Technology,Badcock Daniel L.,New Delhi,Pearson Edu,2008,3.0,English,COMPUTER SCIENCE
016658,Analog Communications,Dr. Hari Bhat K.N,New Delhi,Sanguine Pub,2006,,English,ELECTRONICS & COMMUNICAT
016660,Constitution of India & Professional Ethics,"Yeliwal ,Nagraj",Hubli,Vijay Edu,2009,,English,GENERAL
016661,Engineering Electromagnetics,Hayt William H.,New Delhi,Tata Mc Graw,H2010,6.0,English,ELECTRONICS & COMMUNICAT
016664,Programming in ANSI C,Balaguruswamy E.,New Delhi,Tata Mc Graw,H2008,4.0,English,COMPUTER SCIENCE
016666,MAT LAB: Programming for Engineering,Chapman Stephen,Singapore,Thomson Learn,2008,3.0,English,MECHANICAL ENGINEERING
016667,Data Warehousing in the Real World,Anahory Sam,New Delhi,Pearson Edu,2009,,English,COMPUTER SCIENCE
016668,A Treatise on Turbo Machines,Dr. Gopalkrishna G.,Chennai,Scitech Pub,2007,,English,MECHANICAL ENGINEERING
016670,Digital Signal Processing,Proakis John G.,New Delhi,Prentice Hall,2007,3.0,English,ELECTRONICS & COMMUNICAT
016676,Quantitative Apptitude,Aggrawal R.S,New Delhi,S. Chand,2009,,English,GENERAL
016686,Electronic Devices and Circuits,Maini Anil K.,New Delhi,John Wiley,2011,,English,ELECTRONICS & COMMUNICAT
016687,Fluids Mechanics,Kundu Pugish K,New Delhi,Elisevier,2011,4.0,English,MECHANICAL ENGINEERING
016707,Text Book Of Elements Of Mechanical Enginee,Murthy Trymabka S,New Delhi,I K Internationa,2010,,English,MECHANICAL ENGINEERING
016727,Milmans Electronics Devices & Circuits,Milliam Jacob,New Delhi,Tata Mc Graw,H2011,3.0,English,ELECTRONICS & COMMUNICAT
016732,Linear Integrated Circuits,Choudhary D Roy,New DElhi,New Age,2011,4.0,English,ELECTRONICS & COMMUNICAT
016772,Environmental Studies,Raj Gopalan R,New York,Oxford Univers,2011,2.0,English,GENERAL
016777,Basic Electronics,Samuel R D Sudhakar,Delhi,Pearson,2011,,English,ELECTRONICS & COMMUNICAT
016783,Fundamentals Of tribology,Basu sk,New Delhi,PHI,2011,,English,MECHANICAL ENGINEERING
016798,Network Analysis,Valkenburg M.E Van,New Delhi,PHI,2011,3.0,English,ELECTRONICS & COMMUNICAT
016807,Signals and Systems,Oppehhim Alan V,New Delhi,PHI,2011,2.0,English,ELECTRONICS & COMMUNICAT
016809,Fundamentals of Computers,Rajaraman V.,New Delhi,PHI,2011,5.0,English,COMPUTER SCIENCE
016859,Engineering Mechanics Static and Dynamics,Nelso A.,New Delhi,Tata Mc Hill,2010,,English,MECHANICAL ENGINEERING
016906,Quantitative Apptitude for Competitive Exami,nGuha Abhijit,New Delhi,Tata Mc Hill,2011,4.0,English,GENERAL
016951,Environmental Studies,Dr. Daniels Ranjit R.J,New Delhi,John Wiley,2009,,English,GENERAL
017026,Strength Of Materials,Nash William A,New Delhi,Tata Mc Hill,2011,,English,MECHANICAL ENGINEERING
017028,Classic Data Structures,Samanta Debasis,New Delhi,PHI,2010,2.0,English,COMPUTER SCIENCE
017032,Engineering Mechanics of Solids,Popov Egor V.,New Delhi,PHI,2011,2.0,English,MECHANICAL ENGINEERING
017034,Modern Electronic Instrumentation and Meas,uHelfrick Albert D.,New Delhi,PHI,2011,,English,MECHANICAL ENGINEERING
017036,Electromagnetic Waves and Radiating Systems,Jordan Edward C.,New Delhi,PHI,2011,2.0,English,ELECTRONICS & COMMUNICAT
017040,Design with Operational Amplifiers and Analo,gFranco Sergio,New Delhi,Tata Mc Hill,2010,3.0,English,ELECTRONICS & COMMUNICAT
017046,Electromagnetic with Applications,Kraus john D.,New Delhi,Tata Mc Hill,2011,5.0,English,ELECTRONICS & COMMUNICAT
017050,Collisters Material Science and Engineering,Collister William D.,New Delhi,John Wiley,2011,,English,MECHANICAL ENGINEERING
017054,Logic Design,Samuel Sudhakar R.D,Delhi,Pearson Edu,2012,,English,ELECTRONICS & COMMUNICAT
017071,Text Book of Environmental Studies,Bharucho Erach,Hydrabad,University Pres,2010,,English,GENERAL
017126,Basic Engineering Thermodynamics,Venkatesh A.,Hyderabad,Universities Pr,e2011,,English,MECHANICAL ENGINEERING
017161,Fluid Mechanics,Douglas John F.,New Delhi,Pearson Educa,t2011,5.0,English,MECHANICAL ENGINEERING
017166,Introduction to Parallel Computing,Grama Anantha,New Delhi,Pearson Edu,2011,2.0,English,COMPUTER SCIENCE
017195,Principles of Measurements Systems,Bentley John P,New Delhi,Pearson Edu,2011,3.0,English,MECHANICAL ENGINEERING
017197,The 8051 Microcontroller and Embedded Syst,eMazidi Muhammad Ali,New Delhi,Pearson Edu,2011,2.0,English,ELECTRONICS & COMMUNICAT
017212,Vogels Text Book of Quantitative Chemical An,aMendhan J,Delhi,Pearson Edu,2011,6.0,English,MECHANICAL ENGINEERING
017214,Fundamentals of HDL Design,Raj Cyril Prasanna,Bangalore,Sanguine Tech,n2009,,English,ELECTRONICS & COMMUNICAT
017218,Analog Electronic Circuits,Mahadevswami U B,New Delhi,Pearson Edu,2012,,English,ELECTRONICS & COMMUNICAT
017250,Computer systems Design & Architecture,Heuring Vincent P,New Delhi,Pearson Edu,2011,2.0,English,COMPUTER SCIENCE
017277,Computer science:A Structured Programming,AForouzan Behrouz A,New Delhi,Cengage Learn,i2008,,English,COMPUTER SCIENCE
017280,The 8051 Microcontroller with CD,Ayala Kenneth,New Delhi,Cengage Learn,i2011,3.0,English,ELECTRONICS & COMMUNICAT
017326,Engineering Mathematics-III,Dr. Chandrashekhar K S,Bangalore,Sudha Pub,2011,,English,MATHEMATICS
017403,A Primer on computer Aided Machine Drawin,gBelgaum VTU,Belgaum,VTU Belgaum,2006,,English,COMPUTER SCIENCE
017412,Programming in ANSI C,Balguruswami E,New Delhi,Tata Mc Graw,H2007,4.0,English,COMPUTER SCIENCE
017414,A Course in Electrical & Electronic Measurem,eSawhney A K,Delhi,Dhanpat Rai,2004,,English,ELECTRONICS & COMMUNICAT
017415,Elements of Workshop Technology Vol-II,Chaudhury Hajra S K,Mumbai,Media Promot,o2007,12.0,English,MECHANICAL ENGINEERING
017436,Nano Systems:Molecular Machinary Manufact,Drexler Erick K,New Delhi,John Wiley,2010,,English,MECHANICAL ENGINEERING
017439,Engineering Physics,Shivkumar G K,Bangalore,Prism Books,2011,,English,PHYSICS
017447,Elements of Civil Engineering & Engineering M,Prakash Shehshah M N,New Delhi,PHI Learning,2010,,English,MECHANICAL ENGINEERING
017459,Engineering Mechanics,Bhattacharyya Basudeb,New York,Oxford Univers,2010,,English,MECHANICAL ENGINEERING
017463,Engineering Mechanics,Rao Seshagiri M V,Hydrabad,Universities Pr,e2005,,English,MECHANICAL ENGINEERING
017503,Basic Electronics,Sudhakar Samuel R D,Delhi,Pearson Edu,2011,5.0,English,ELECTRONICS & COMMUNICAT
017527,Introduction to Environmental Science,Miller Tyler,New Delhi,Cengage Learn,i2009,20.0,English,GENERAL
